tipo_pagamento,estado_entrega,dispositivo,periodo_compra,usa_cupom,chargeback_previo,valor_pedido,qtd_itens,tempo_cadastro_dias,compras_anteriores,dist_cobranca_entrega_km,score_risco,idade_cliente,fraude
Pix,PR,Mobile,Noite,Não,Não,181.4,1,1953.0,8,16.57,65.2,41,0.0
Cartão,PR,Desktop,Tarde,Sim,Não,,5,99.0,8,31.96,32.2,31,1.0
Cartão,RS,Mobile,Noite,Não,Não,69.71,7,858.0,5,43.87,75.2,55,0.0
Cartão,RJ,Mobile,Tarde,Sim,Não,377.45,1,1164.0,1,46.98,22.3,32,0.0
Cartão,GO,Desktop,Tarde,Sim,Não,375.38,7,508.0,4,22.69,33.3,70,0.0
Cartão,RS,Mobile,Tarde,Não,Não,560.69,1,22.0,6,63.06,68.0,76,1.0
Cartão,RJ,,Noite,Sim,Não,871.96,2,1994.0,6,6.57,54.0,28,0.0
Cartão,PE,Mobile,Manhã,Sim,Não,367.42,2,969.0,7,16.89,23.7,61,0.0
Cartão,GO,Desktop,Tarde,Não,Não,226.16,2,228.0,7,48.07,77.4,32,1.0
Cartão,MG,Mobile,Tarde,Não,Não,233.05,5,1890.0,3,26.76,75.4,39,0.0
Cartão,PE,Desktop,Tarde,Sim,Não,542.85,7,1237.0,6,53.82,16.0,21,0.0
Pix,PE,Mobile,Tarde,Não,Não,411.68,6,1377.0,8,57.68,60.6,69,1.0
Pix,PE,Desktop,Noite,Sim,Não,366.44,6,1098.0,2,6.25,23.6,74,0.0
Cartão,RJ,Mobile,Madrugada,Sim,Não,698.23,7,941.0,5,53.98,69.4,41,1.0
Cartão,GO,Desktop,Tarde,Não,Não,165.79,7,391.0,4,17.04,76.0,43,0.0
Cartão,MG,Mobile,Noite,Não,Não,236.07,7,251.0,3,3.76,54.1,22,0.0
Cartão,GO,Mobile,Manhã,Sim,Não,449.24,6,703.0,3,16.54,42.5,55,0.0
Cartão,RJ,Desktop,Manhã,Não,Não,393.84,4,1564.0,6,28.71,30.5,74,0.0
Cartão,GO,Desktop,Tarde,Não,Não,297.18,3,466.0,5,34.46,50.1,29,1.0
Cartão,GO,Mobile,Madrugada,Sim,Não,284.1,5,1999.0,5,5.75,27.5,69,0.0
Pix,RS,Desktop,Tarde,Sim,Não,643.49,4,1832.0,2,7.34,67.9,19,0.0
Pix,PR,Desktop,Tarde,Não,Sim,1401.15,1,1630.0,7,17.18,22.5,55,1.0
Cartão,PE,Mobile,Noite,Não,Sim,46.07,5,985.0,6,0.52,31.1,74,0.0
Cartão,PE,Tablet,Madrugada,Não,Não,141.37,4,1981.0,5,14.87,52.8,71,0.0
Cartão,RJ,Mobile,Tarde,Não,Sim,155.58,5,306.0,3,13.56,47.5,56,0.0
Cartão,BA,Mobile,Noite,Não,Não,14.32,1,882.0,4,3.55,57.8,47,0.0
Cartão,RS,Mobile,Noite,Não,Não,468.92,1,365.0,6,0.18,48.7,45,0.0
Pix,PR,Desktop,Madrugada,Não,Não,403.92,5,1630.0,10,6.89,83.1,60,0.0
Cartão,BA,Mobile,Madrugada,Sim,Não,611.79,6,1488.0,6,48.16,55.9,22,0.0
Pix,PR,Desktop,Noite,Não,Não,1266.54,5,1290.0,7,19.26,67.8,58,0.0
Cartão,RS,Desktop,Manhã,Não,Não,417.13,3,793.0,7,29.46,40.9,44,0.0
Cartão,RS,Mobile,Tarde,Não,Não,455.87,2,1932.0,6,28.61,31.3,25,0.0
Cartão,RJ,Mobile,Madrugada,Não,Sim,451.39,4,488.0,4,37.68,40.9,58,1.0
Cartão,SP,Mobile,Manhã,Sim,Não,544.41,6,1911.0,11,28.32,42.4,50,0.0
Boleto,MG,Mobile,Manhã,Não,Não,88.16,1,,7,0.25,42.3,31,0.0
Cartão,PR,Desktop,Noite,Não,Não,484.12,1,1097.0,5,35.55,,61,0.0
Cartão,SP,Desktop,Tarde,Sim,Não,871.16,4,1236.0,4,21.8,21.3,59,0.0
Cartão,SP,Desktop,Manhã,Não,Não,1058.89,6,806.0,3,49.59,32.4,36,1.0
Pix,RJ,Mobile,Madrugada,Não,Não,158.0,5,1618.0,5,36.4,59.1,45,0.0
,PR,Desktop,Tarde,Sim,Não,2136.82,3,733.0,4,40.45,52.0,62,1.0
Pix,PE,Desktop,Manhã,Sim,Não,399.63,6,-30.0,9,21.9,43.5,63,0.0
Cartão,SP,Desktop,Madrugada,Sim,Não,94.4,4,443.0,8,14.05,60.2,72,1.0
Cartão,MG,Mobile,Manhã,Sim,Sim,99.92,5,1905.0,8,28.67,,53,0.0
Cartão,BA,Mobile,Manhã,Não,Não,1036.92,1,396.0,5,7.61,66.7,34,1.0
Pix,PE,Desktop,Tarde,Não,Não,137.79,5,933.0,5,10.37,72.4,47,0.0
Boleto,RJ,Desktop,Noite,Sim,Não,104.58,2,1632.0,6,29.39,36.1,68,0.0
,GO,Desktop,Manhã,Sim,Não,108.89,3,524.0,5,45.43,36.3,54,0.0
,RS,Mobile,Manhã,Sim,Não,322.93,7,1592.0,3,5.46,34.8,29,0.0
Cartão,RJ,Mobile,Tarde,Não,Não,,2,1893.0,8,5.01,,24,0.0
Cartão,GO,Desktop,Manhã,Não,Não,40.17,2,935.0,8,13.11,47.7,50,0.0
Cartão,PE,Mobile,Noite,Sim,Não,,5,1228.0,3,5.59,4.6,39,0.0
Pix,RJ,Mobile,Manhã,Não,Não,369.18,7,1464.0,5,36.04,46.9,48,0.0
Cartão,MG,Mobile,Madrugada,Não,Não,635.31,5,,3,9.53,44.6,70,0.0
Pix,RS,Mobile,Tarde,Não,Não,346.15,6,1336.0,6,57.01,59.3,42,0.0
Cartão,RJ,Mobile,Tarde,Sim,Não,807.63,7,1531.0,3,19.8,33.7,41,0.0
Pix,GO,,Tarde,Sim,Não,899.48,6,107.0,7,36.1,60.7,77,0.0
Boleto,GO,Mobile,Noite,Sim,Não,610.73,7,1952.0,8,59.71,40.9,49,0.0
Boleto,MG,Mobile,Manhã,Sim,Não,784.46,4,1569.0,8,54.59,61.2,40,0.0
Cartão,GO,,Manhã,Sim,Não,753.54,6,920.0,4,17.55,50.6,47,0.0
Pix,RS,Desktop,Manhã,Não,Sim,123.34,1,671.0,6,32.79,61.5,-18,0.0
Pix,SP,Mobile,Tarde,Sim,Não,409.18,3,1214.0,7,18.52,50.7,58,0.0
Cartão,PR,Mobile,Tarde,Não,Não,97.16,7,1007.0,9,30.27,39.3,68,0.0
Cartão,SP,Desktop,Tarde,Sim,Não,501.41,7,1498.0,2,32.66,56.5,32,0.0
,PR,Mobile,Tarde,Sim,Não,282.52,2,1538.0,5,38.42,50.7,68,0.0
Pix,PE,Mobile,Tarde,Não,Não,298.25,5,1076.0,8,25.48,50.7,43,0.0
,GO,Desktop,Noite,Sim,Não,646.48,1,593.0,10,23.6,24.8,69,
Cartão,RJ,Mobile,Tarde,Não,Não,555.97,4,641.0,2,61.12,61.0,24,1.0
Cartão,SP,Desktop,Noite,Sim,Sim,521.2,7,820.0,3,9.4,50.2,47,1.0
Cartão,MG,Mobile,Manhã,Sim,Não,182.92,5,1375.0,4,23.01,27.9,76,0.0
Boleto,PE,Mobile,Noite,Não,Não,388.68,4,380.0,5,14.63,48.9,42,0.0
Cartão,RJ,Mobile,Madrugada,Não,Não,152.28,6,93.0,1,13.44,46.3,40,1.0
Cartão,GO,Desktop,Tarde,Não,Não,,7,459.0,12,81.22,,44,0.0
Cartão,SP,Mobile,Noite,Não,Não,282.97,6,493.0,6,8.98,30.9,54,0.0
Boleto,SP,Desktop,Noite,Não,Não,273.24,6,1156.0,7,5.97,49.6,48,0.0
,MG,Desktop,Manhã,Não,Não,651.47,5,868.0,8,21.76,50.9,72,1.0
Cartão,MG,Mobile,Tarde,Sim,Não,798.12,7,,10,17.71,16.2,46,0.0
Cartão,SP,Desktop,Madrugada,Não,Não,243.79,6,356.0,5,48.73,34.4,34,0.0
Boleto,RS,Desktop,Noite,Não,Não,380.96,7,943.0,4,29.74,45.8,24,0.0
Cartão,MG,,Manhã,Não,Não,324.83,3,661.0,2,12.47,0.0,66,0.0
Cartão,PE,Mobile,Tarde,Sim,Não,,2,331.0,3,41.31,59.6,21,
Cartão,BA,Mobile,Noite,Não,Não,369.56,4,1420.0,6,52.92,44.6,62,0.0
Cartão,RS,,Noite,Não,Não,221.63,4,,9,32.63,54.2,52,0.0
Cartão,RS,,Manhã,Não,Não,428.6,4,1371.0,6,15.52,60.2,35,
Pix,PE,Mobile,Manhã,Sim,Sim,538.48,5,1826.0,11,72.64,34.6,57,0.0
Boleto,BA,Mobile,Manhã,Sim,Não,112.41,4,1738.0,1,46.93,9.4,66,0.0
Cartão,MG,Tablet,Tarde,Não,Não,263.37,5,1531.0,5,33.8,0.0,22,0.0
Cartão,SP,Desktop,Noite,Sim,Não,950.36,7,1786.0,4,51.16,64.4,50,1.0
Cartão,MG,Mobile,Manhã,Não,Sim,346.54,5,1993.0,11,6.63,66.8,24,0.0
Cartão,PE,Desktop,Manhã,Sim,Não,,7,1383.0,8,32.38,41.2,60,0.0
Cartão,MG,Mobile,Manhã,Sim,Não,88.24,7,333.0,8,9.74,66.9,68,0.0
Cartão,PR,Mobile,Tarde,Não,Sim,,6,1740.0,8,48.51,62.8,78,1.0
Cartão,GO,Desktop,Noite,Não,Não,,3,,7,24.0,61.2,39,0.0
Cartão,BA,Mobile,Madrugada,Sim,Não,171.9,6,1604.0,11,18.08,57.9,61,0.0
Cartão,RJ,,Tarde,Sim,Não,102.14,5,64.0,6,54.97,29.0,72,0.0
Cartão,RJ,Mobile,Noite,Não,Não,733.07,6,1639.0,6,15.29,88.6,61,0.0
Cartão,RJ,,Noite,Não,Não,517.03,1,1564.0,7,27.72,30.6,43,0.0
Cartão,PE,Mobile,Manhã,Não,Não,972.87,4,1833.0,7,8.95,58.9,44,0.0
Cartão,MG,Mobile,Tarde,Não,Não,123.86,2,1620.0,9,11.55,33.9,18,0.0
Cartão,RJ,Desktop,Noite,Não,Não,182.52,4,455.0,5,3.37,67.0,60,1.0
Cartão,PR,Desktop,Madrugada,Sim,Não,526.62,1,1528.0,3,43.95,38.8,30,0.0
Cartão,MG,Mobile,Noite,Sim,Sim,535.67,7,1608.0,2,39.42,75.5,27,1.0
Cartão,SP,Mobile,Manhã,Não,Não,268.78,6,1507.0,9,38.64,60.6,40,0.0
,SP,Mobile,Manhã,Não,Não,151.67,5,477.0,4,22.74,95.7,29,1.0
Cartão,MG,Mobile,Noite,Sim,Não,,6,303.0,7,10.73,9.7,77,0.0
Pix,RS,Tablet,Noite,Não,Não,542.59,3,783.0,6,7.56,50.6,76,0.0
Pix,BA,Mobile,Madrugada,Sim,Não,374.01,5,1887.0,5,5.47,57.6,64,0.0
Cartão,BA,Mobile,Manhã,Não,Não,185.77,3,1228.0,5,17.34,20.8,32,0.0
Cartão,GO,Mobile,Noite,Não,Não,207.97,2,661.0,4,39.36,,29,0.0
Cartão,SP,Desktop,Manhã,Não,Não,86.53,4,1072.0,8,14.86,17.1,41,0.0
Cartão,RJ,Desktop,Madrugada,Não,Não,,7,,5,23.36,31.4,66,0.0
,PE,,Manhã,Sim,Não,413.05,5,1703.0,8,38.3,56.9,49,0.0
Cartão,PR,Tablet,Noite,Não,Não,978.99,3,288.0,6,19.37,,43,1.0
Cartão,MG,Mobile,Noite,Sim,Não,517.54,3,1030.0,3,16.3,35.4,33,0.0
Boleto,PE,Mobile,Manhã,Não,Não,409.46,1,1368.0,9,10.27,67.1,52,
Cartão,PR,Desktop,Manhã,Sim,Não,326.07,1,1376.0,5,15.07,26.8,65,0.0
Cartão,PR,Mobile,Tarde,Não,Não,60.21,4,1426.0,4,34.29,63.2,57,0.0
Cartão,RS,Desktop,Noite,Não,Não,475.72,3,,5,33.85,59.4,33,1.0
Cartão,PR,Mobile,Tarde,Sim,Não,514.46,2,876.0,9,43.35,20.7,71,0.0
Boleto,MG,Mobile,Manhã,Não,Não,638.38,3,1482.0,7,1.64,17.3,35,0.0
Cartão,RJ,Desktop,Madrugada,Não,Não,615.02,3,1757.0,5,20.35,,35,0.0
Pix,PE,Mobile,Manhã,Sim,Não,522.38,5,1545.0,5,20.43,45.2,71,0.0
Cartão,RS,Desktop,Manhã,Sim,Não,146.12,5,909.0,2,63.74,54.0,33,1.0
Pix,MG,Mobile,Madrugada,Não,Não,248.04,1,1267.0,5,7.76,23.4,32,1.0
Cartão,RS,Mobile,Noite,Sim,Não,278.03,5,27.0,11,22.67,53.1,40,0.0
Cartão,SP,Mobile,Manhã,Não,Não,632.7,3,1637.0,9,33.97,64.8,52,0.0
Boleto,GO,Mobile,Noite,Não,Não,45.09,5,,5,3.97,40.8,24,0.0
Pix,PE,Mobile,Tarde,Sim,Não,410.8,1,1205.0,3,12.03,91.3,25,0.0
Boleto,PE,,Noite,Sim,Não,152.65,4,1602.0,8,16.73,30.1,79,0.0
Cartão,RJ,,Manhã,Não,Não,902.7,6,1770.0,2,7.07,48.4,69,0.0
Cartão,SP,Mobile,Madrugada,Sim,Não,1140.76,2,,3,11.78,41.4,67,1.0
Cartão,PR,Desktop,Madrugada,Sim,Não,156.01,6,458.0,4,27.74,27.2,22,0.0
Cartão,RJ,Desktop,Noite,Sim,Não,186.61,6,782.0,4,14.07,90.0,46,
Cartão,PR,,Manhã,Não,Não,417.53,3,25.0,8,14.8,42.5,45,0.0
Cartão,SP,Desktop,Noite,Sim,Não,992.52,2,681.0,6,37.2,33.4,47,0.0
Cartão,RS,,Tarde,Não,Sim,297.6,6,462.0,7,26.11,23.8,54,0.0
Cartão,MG,Mobile,Tarde,Não,Não,665.06,6,1226.0,6,32.67,66.5,43,0.0
Cartão,RS,Mobile,Tarde,Sim,Não,161.74,7,712.0,3,24.63,71.4,30,1.0
Cartão,GO,Mobile,Manhã,Sim,Não,905.28,4,646.0,5,17.2,67.2,58,1.0
Pix,RS,Mobile,Madrugada,Não,Não,500.15,7,1797.0,7,30.65,40.2,62,0.0
Cartão,RJ,Desktop,Tarde,Não,Não,223.88,3,917.0,10,31.42,43.9,34,0.0
Cartão,PR,Desktop,Madrugada,Não,Não,174.2,2,1201.0,7,25.76,50.1,63,0.0
Cartão,PE,Mobile,Noite,Não,Não,250.8,4,919.0,6,34.31,18.8,62,0.0
Cartão,BA,Mobile,Noite,Sim,Não,767.44,3,37.0,5,0.7,26.2,51,0.0
Cartão,PR,Mobile,Tarde,Não,Não,429.52,7,1107.0,4,2.9,86.0,46,1.0
Cartão,SP,Desktop,Tarde,Não,Não,175.78,4,821.0,9,41.94,67.4,78,0.0
Cartão,SP,Mobile,Tarde,Não,Não,259.99,6,1201.0,2,48.6,33.5,70,0.0
Pix,PE,Mobile,Tarde,Sim,Não,438.12,3,1236.0,2,18.12,28.2,59,1.0
Pix,RS,Mobile,Noite,Sim,Não,73.47,7,639.0,11,20.57,60.1,24,0.0
Boleto,RS,Mobile,Manhã,Sim,Não,412.3,3,1674.0,4,23.54,85.1,31,1.0
Cartão,GO,Mobile,Tarde,Sim,Não,210.11,6,1234.0,6,7.08,43.3,-18,0.0
Pix,MG,Mobile,Noite,Não,Não,110.3,4,1940.0,7,16.76,45.1,33,0.0
Pix,RJ,Mobile,Tarde,Sim,Não,957.59,7,944.0,6,3.45,74.2,32,0.0
Cartão,GO,Mobile,Madrugada,Não,Não,415.54,1,1803.0,6,26.38,37.5,57,0.0
Pix,PE,Mobile,Manhã,Sim,Não,262.27,7,591.0,9,22.67,49.5,24,0.0
Cartão,BA,Mobile,Tarde,Não,Não,201.79,2,96.0,3,17.07,47.6,63,1.0
Pix,SP,Mobile,Noite,Não,Não,291.56,1,1163.0,11,5.52,18.8,53,0.0
Cartão,RJ,Mobile,Noite,Sim,Não,288.94,5,1268.0,7,38.63,56.6,50,
Cartão,BA,Desktop,Noite,Sim,Não,592.16,2,221.0,12,49.53,17.1,62,0.0
Cartão,PE,Mobile,Noite,Não,Sim,134.72,3,488.0,8,38.88,38.5,75,0.0
Pix,PE,Mobile,Manhã,Não,Sim,260.24,6,295.0,4,22.92,0.0,60,1.0
Cartão,PE,Mobile,Madrugada,Sim,Não,807.97,2,385.0,9,12.14,42.0,23,0.0
Pix,MG,Mobile,Manhã,Sim,Não,265.12,2,576.0,8,22.79,70.2,18,0.0
Cartão,RJ,Tablet,Tarde,Sim,Sim,539.81,5,,8,11.06,49.8,40,0.0
Cartão,PR,Tablet,Manhã,Não,Não,430.62,7,1883.0,4,31.24,18.1,52,0.0
Cartão,RS,Mobile,Madrugada,Sim,Sim,690.93,6,1160.0,9,58.53,72.0,56,
Cartão,RS,Desktop,Tarde,Não,Não,86.83,7,76.0,4,21.31,22.7,23,0.0
Cartão,PE,Mobile,Manhã,Sim,Não,273.93,1,126.0,4,14.01,32.5,27,0.0
Cartão,BA,Desktop,Noite,Não,Não,641.52,3,348.0,5,36.22,72.5,32,1.0
Cartão,PR,Mobile,Madrugada,Não,Não,494.86,2,1840.0,7,42.19,46.4,22,0.0
Boleto,PE,Mobile,Noite,Não,Sim,566.72,1,467.0,8,1.24,67.9,29,0.0
Cartão,RS,Mobile,Noite,Sim,Não,360.05,5,1501.0,6,23.69,45.4,49,1.0
Pix,PR,Mobile,Noite,Não,Sim,84.86,1,106.0,8,3.86,66.1,72,1.0
Cartão,RS,Mobile,Noite,Não,Não,197.89,5,874.0,8,22.82,45.6,22,0.0
Pix,GO,Mobile,Tarde,Não,Não,614.03,6,382.0,5,3.79,42.9,59,1.0
,GO,Mobile,Madrugada,Não,Não,233.08,2,226.0,8,20.16,79.2,19,1.0
Pix,GO,Mobile,Tarde,Não,Não,,3,1651.0,8,9.34,57.9,58,0.0
Cartão,BA,,Noite,Não,Não,447.46,1,403.0,8,64.2,31.6,50,0.0
Boleto,PR,Desktop,Manhã,Sim,Não,809.04,7,88.0,7,30.1,28.5,59,0.0
Cartão,BA,Mobile,Tarde,Sim,Não,357.01,5,226.0,7,7.43,79.0,23,1.0
Cartão,PR,Desktop,Tarde,Sim,Não,62.0,3,322.0,7,61.98,31.6,43,0.0
Cartão,MG,Mobile,Tarde,Não,Não,519.59,7,1600.0,6,55.09,52.9,43,1.0
Boleto,MG,,Manhã,Não,Não,391.7,2,1888.0,9,16.43,61.1,25,0.0
,PE,Mobile,Noite,Não,Não,46.64,1,1864.0,6,14.16,26.0,42,0.0
Cartão,RJ,Mobile,Noite,Não,Não,607.34,4,1133.0,4,24.39,31.0,40,0.0
Cartão,PR,Mobile,Noite,Não,Não,385.81,7,381.0,7,8.88,48.2,55,
Boleto,MG,Mobile,Tarde,Não,Não,512.96,3,958.0,2,28.8,38.0,34,0.0
Cartão,MG,Mobile,Noite,Sim,Não,552.06,1,949.0,1,26.96,75.0,75,0.0
Cartão,PE,Mobile,Tarde,Não,Sim,1103.18,7,1225.0,6,21.08,50.7,68,1.0
Cartão,MG,Desktop,Manhã,Sim,Não,130.85,5,1943.0,3,9.58,7.8,33,0.0
Cartão,SP,Desktop,Noite,Sim,Não,137.56,4,375.0,3,9.08,51.6,62,0.0
Cartão,PR,Desktop,Noite,Não,Não,711.1,3,797.0,10,38.36,49.0,63,1.0
Pix,RJ,Mobile,Noite,Sim,Não,140.59,6,1095.0,10,11.4,68.4,44,0.0
Cartão,MG,Desktop,Madrugada,Sim,Não,29.54,6,1413.0,3,36.74,23.3,42,0.0
Cartão,BA,Desktop,Manhã,Não,Não,461.38,4,1320.0,9,18.01,87.3,49,0.0
Cartão,SP,Mobile,Madrugada,Sim,Sim,443.5,3,1184.0,7,2.62,34.9,42,1.0
Pix,PR,Mobile,Noite,Sim,Não,363.04,6,1384.0,5,48.9,64.2,68,0.0
Pix,RS,Desktop,Manhã,Sim,Não,261.94,7,771.0,7,24.67,55.7,49,0.0
Pix,PE,Mobile,Manhã,Não,Não,27.22,2,522.0,7,10.12,74.9,57,0.0
,GO,Mobile,Manhã,Sim,Não,418.41,6,1470.0,4,44.0,28.0,36,0.0
Boleto,RJ,Mobile,Tarde,Não,Não,750.29,5,1192.0,10,13.91,47.0,63,0.0
Cartão,MG,Mobile,Tarde,Não,Não,,5,629.0,7,25.54,,77,0.0
Boleto,BA,Desktop,Noite,Não,Não,194.69,2,861.0,7,33.53,37.8,39,0.0
Cartão,GO,Mobile,Tarde,Não,Não,636.22,3,941.0,2,48.69,9.6,36,0.0
Cartão,SP,Mobile,Noite,Não,Não,187.88,3,1619.0,5,53.76,68.9,28,0.0
Cartão,BA,Desktop,Tarde,Sim,Não,372.6,5,345.0,8,39.56,47.0,39,1.0
Cartão,BA,Desktop,Noite,Não,Não,46.12,1,1775.0,7,24.07,76.2,37,0.0
Cartão,SP,Mobile,Manhã,Não,Não,323.07,6,486.0,4,34.91,3.9,64,0.0
,BA,Mobile,Noite,Sim,Não,84.55,7,1710.0,4,37.4,39.2,33,0.0
Cartão,MG,Mobile,Madrugada,Não,Não,,3,1866.0,10,33.59,250.0,62,0.0
Pix,PE,Mobile,Tarde,Sim,Não,169.74,2,1203.0,4,43.9,34.2,60,0.0
Pix,SP,Desktop,Tarde,Sim,Não,194.01,5,1163.0,6,21.52,42.4,28,0.0
,PR,Mobile,Manhã,Não,Sim,249.15,7,206.0,6,16.21,49.3,64,0.0
Cartão,SP,Desktop,Tarde,Sim,Não,200.98,2,1715.0,6,4.1,36.1,23,0.0
Cartão,RS,Mobile,Noite,Sim,Não,1140.72,2,991.0,3,12.07,48.5,58,0.0
Cartão,RJ,Mobile,Manhã,Não,Não,428.97,3,1925.0,4,18.87,33.8,78,0.0
Pix,GO,Mobile,Manhã,Sim,Não,657.7,6,619.0,4,22.66,71.1,20,1.0
,RS,Mobile,Tarde,Não,Não,731.58,2,1948.0,3,17.13,50.2,79,0.0
Cartão,RS,,Tarde,Sim,Não,,5,1491.0,4,51.59,53.1,71,1.0
Pix,PE,Mobile,Tarde,Não,Não,330.22,1,1057.0,3,24.6,18.3,36,0.0
Boleto,MG,,Manhã,Não,Não,221.93,5,130.0,7,10.4,57.3,76,1.0
Cartão,GO,Mobile,Madrugada,Não,Não,663.38,4,,6,33.7,62.3,59,1.0
,PR,Desktop,Madrugada,Não,Não,290.77,5,605.0,6,6.06,64.9,27,0.0
Cartão,PE,Mobile,Madrugada,Não,Não,143.19,4,82.0,9,37.11,14.3,49,0.0
Pix,PE,Desktop,Noite,Sim,Não,90.07,3,,5,39.74,60.8,38,0.0
Cartão,PE,Mobile,Manhã,Não,Não,274.12,4,10.0,5,23.83,56.5,48,0.0
Boleto,RS,Mobile,Manhã,Sim,Não,359.08,1,1720.0,6,56.31,44.6,23,0.0
Cartão,MG,Desktop,Noite,Não,Não,880.53,7,742.0,4,2.04,46.9,63,0.0
Boleto,MG,Mobile,Noite,Sim,Não,321.12,7,1423.0,1,15.39,45.5,74,0.0
Pix,SP,,Madrugada,Sim,Não,284.09,3,726.0,8,15.64,35.1,54,0.0
Boleto,RS,Mobile,Tarde,Não,Não,333.29,7,539.0,4,20.69,,21,0.0
Pix,PR,Mobile,Tarde,Não,Não,73.99,7,923.0,6,56.03,23.8,76,0.0
Boleto,SP,Desktop,Madrugada,Não,Não,359.76,1,1494.0,4,38.17,40.3,62,0.0
Pix,RJ,Desktop,Noite,Sim,Não,421.27,7,661.0,4,31.39,46.9,52,0.0
Boleto,RJ,Desktop,Noite,Não,Não,274.66,4,1439.0,7,4.53,88.0,30,0.0
Cartão,RJ,Mobile,Tarde,Sim,Não,203.86,3,1725.0,5,55.24,58.2,56,0.0
Boleto,SP,Mobile,Tarde,Não,Não,182.85,4,1152.0,2,69.07,45.2,29,0.0
Cartão,GO,Mobile,Tarde,Não,Não,375.15,2,,8,3.21,39.8,60,0.0
Pix,SP,Tablet,Noite,Sim,Não,178.3,1,1478.0,6,0.52,,40,0.0
Pix,RJ,Desktop,Noite,Não,Não,261.96,2,269.0,9,51.93,51.8,75,0.0
Pix,SP,,Madrugada,Sim,Não,,1,424.0,8,22.63,32.2,20,0.0
Pix,BA,Mobile,Noite,Não,Não,665.72,1,1551.0,6,37.91,49.1,67,0.0
Cartão,BA,Mobile,Noite,Não,Não,130.58,3,731.0,5,62.69,11.8,34,0.0
Pix,BA,Desktop,Madrugada,Não,Não,200.06,6,892.0,6,65.93,47.5,75,0.0
Cartão,MG,Desktop,Madrugada,Sim,Não,123.12,2,443.0,6,37.57,25.0,39,1.0
Cartão,PR,Mobile,Tarde,Não,Não,256.66,4,223.0,4,41.95,15.9,63,1.0
Pix,RS,Mobile,Tarde,Sim,Não,489.38,3,1904.0,7,27.99,55.1,46,
Pix,PR,Mobile,Noite,Não,Não,228.68,6,426.0,4,64.04,37.7,44,0.0
Pix,GO,Mobile,Manhã,Sim,Não,353.33,1,663.0,9,34.9,40.4,60,0.0
Cartão,GO,Mobile,Tarde,Sim,Não,313.36,4,832.0,13,22.88,,70,0.0
Cartão,GO,Mobile,Tarde,Não,Não,366.09,1,,4,47.77,46.1,24,0.0
Cartão,PR,,Tarde,Não,Não,502.2,1,1123.0,6,24.51,50.8,68,0.0
Cartão,RJ,Desktop,Tarde,Não,Não,936.12,4,310.0,3,5.12,72.7,21,1.0
Cartão,PE,Mobile,Tarde,Não,Não,368.63,5,1544.0,8,11.35,60.9,60,0.0
Cartão,BA,Tablet,Madrugada,Sim,Não,,4,-30.0,6,22.09,49.2,28,0.0
Boleto,RS,Mobile,Noite,Sim,Não,240.97,7,97.0,10,11.25,,50,1.0
Cartão,BA,Mobile,Manhã,Sim,Não,246.27,3,1692.0,8,14.48,65.9,52,0.0
Pix,GO,Mobile,Manhã,Sim,Não,156.76,4,583.0,4,8.0,36.6,76,0.0
Cartão,SP,Mobile,Tarde,Não,Não,,3,996.0,2,12.63,36.5,45,0.0
Cartão,MG,Mobile,Tarde,Sim,Não,1060.67,2,1515.0,8,14.13,18.7,35,0.0
Cartão,GO,Desktop,Tarde,Sim,Não,494.24,4,397.0,6,47.19,21.6,23,
Boleto,MG,Desktop,Tarde,Não,Não,170.48,6,170.0,5,11.83,60.4,40,0.0
Cartão,BA,Mobile,Tarde,Não,Não,373.14,2,,8,18.92,48.8,51,0.0
Pix,SP,Mobile,Tarde,Não,Não,180.16,4,13.0,5,15.7,0.8,33,0.0
Pix,BA,Desktop,Manhã,Sim,Não,449.97,6,1827.0,5,35.33,60.8,40,0.0
Pix,RJ,Mobile,Noite,Não,Não,99.22,3,1144.0,8,10.87,29.4,52,0.0
Cartão,PE,Mobile,Tarde,Sim,Não,1771.84,6,1330.0,7,21.24,52.1,23,0.0
,RJ,Mobile,Manhã,Não,Não,832.3,6,327.0,5,52.12,48.9,41,1.0
Pix,PR,Mobile,Noite,Sim,Não,74.25,2,406.0,5,30.53,60.8,32,0.0
Pix,RS,Mobile,Noite,Sim,Não,408.2,5,,4,25.9,19.8,67,0.0
Cartão,RS,Mobile,Manhã,Sim,Não,515.24,4,1972.0,7,21.18,23.8,26,0.0
Pix,RS,Mobile,Manhã,Não,Não,325.96,3,1506.0,5,40.87,76.4,63,0.0
Cartão,PE,Mobile,Tarde,Sim,Não,395.52,3,1161.0,6,25.16,78.9,25,0.0
Cartão,PR,Mobile,Manhã,Sim,Não,,7,1952.0,7,9.99,58.2,50,0.0
Pix,BA,Mobile,Noite,Não,Não,495.31,1,483.0,4,7.88,21.4,43,0.0
Cartão,PE,Desktop,Tarde,Sim,Não,156.62,3,515.0,4,29.0,35.5,34,0.0
Cartão,PE,Desktop,Madrugada,Sim,Sim,1084.21,7,1728.0,9,19.45,34.9,48,1.0
Cartão,PR,Tablet,Noite,Sim,Não,235.59,3,21.0,8,14.4,30.5,28,0.0
,PE,Mobile,Tarde,Não,Não,140.23,4,,3,53.78,36.2,43,0.0
Boleto,BA,Desktop,Noite,Não,Não,386.46,2,249.0,7,10.33,52.5,21,0.0
